name,suburb,category,lng,lat,value,vouchers
Smart Dollar Woden,Phillip,retail,149.087019,-35.34286244,580,29
Sophie Edwards Music,Phillip,things to do,149.0868669,-35.3441316,20,1
"Soul Origin Woden, Canberra Outlet & Tuggeranong",Phillip,food & drinks,149.0858947,-35.3460898,590,45
The Stitching Room,Phillip,retail,149.0890863,-35.3524366,900,28
Tyreplus Phillip/Woden Tyre & Exhaust,Phillip,retail,149.0860696,-35.3511343,2370,48
Urban Bean Woden,Phillip,food & drinks,149.0852621,-35.3427416,50,5
Wokitup! Philip,Phillip,food & drinks,149.0888389,-35.3499639,770,38
Zambrero Woden,Phillip,food & drinks,149.0851433,-35.3452449,60,4
Australian Capital Health Centre of Traditional Chinese Medicine,Phillip,personal care,149.0838386,-35.34498167,1700,39
Gourmet House Woden,Phillip,food & drinks,149.0860576,-35.3463199,50,5
New York Nails Spa & Beauty,Phillip,personal care,149.0863137,-35.3452323,540,19
Pivotal IT Solutions,Phillip,retail,149.0866928,-35.3496473,480,12
ProfessioNail Woden,Phillip,personal care,149.0860576,-35.3463199,1530,49
San Churro Woden,Phillip,food & drinks,149.0869152,-35.3467936,1270,86
Savoury Kitchen Woden,Phillip,food & drinks,149.0860576,-35.3463199,1040,49
The Coffee Club Woden,Phillip,food & drinks,149.0860576,-35.3463199,570,25
Balloon Aloft Canberra,Pialligo,things to do,149.1835273,-35.3148252,100,2
Bliss Garden & Giftware,Pialligo,retail,149.1792195,-35.30464867,1340,30
Bread & Butter Cafe,Pialligo,food & drinks,149.1898778,-35.3130666,4070,176
Farmshop Cafe,Pialligo,food & drinks,149.1802193,-35.3067972,210,11
Kitchen Garden at Rodney's + Pialligo Food Emporium,Pialligo,food & drinks,149.1856861,-35.3108659,950,55
Pink Flamingo Interiors,Pialligo,retail,149.1802193,-35.3067972,10,1
Rodney's Plants Plus,Pialligo,retail,149.1856861,-35.3108659,4550,107
Wren & Rabbit Interiors,Pialligo,retail,149.1802193,-35.3067972,20,1
Onred,Red Hill,food & drinks,149.1138234,-35.3240926,350,7
CITSA,Reid,food & drinks,149.1376463,-35.2859601,480,13
The Outdoor Table,Rivett,retail,149.038,-35.348,530,12
La Casetta Pizzeria,Scullin,food & drinks,149.0404005,-35.2338017,90,5
Saara Holidays,Scullin,accommodation,149.0356495,-35.2363799,450,9
"The Barracks, Lanyon Homestead",Tharwa,food & drinks,149.091038,-35.473211,10,1
OMG Decadent Donuts,Torrens,food & drinks,149.0879827,-35.3731711,500,29
Smogue,Torrens,food & drinks,149.0871027,-35.3726737,240,6
artKids Canberra,Turner,things to do,149.1272955,-35.2662892,6810,140
Polo Restaurant,Turner,food & drinks,149.1233261,-35.2648791,830,30
Top Cyber Cafe,Turner,retail,149.1266451,-35.275172,580,14
Wenyang Family Trust,Turner,personal care,149.1273517,-35.2625182,2400,56
Barbeque Nation,Wanniassa,food & drinks,149.1004681,-35.4052739,1550,39
Blossoms of Canberra,Wanniassa,retail,149.0982882,-35.4041625,100,6
Caffe Cherry Beans Erindale,Wanniassa,food & drinks,149.0986639,-35.4036417,90,3
Crust Erindale,Wanniassa,food & drinks,149.0994798,-35.4058291,320,17
EasilyManaged Fitness,Wanniassa,personal care,149.085496,-35.3911923,100,2
Johneys Kitchen,Wanniassa,food & drinks,149.0986639,-35.4036417,120,3
La Piazza Cafe/Restaurant,Wanniassa,food & drinks,149.1004089,-35.405273,170,4
Lis Dumpling Inn,Wanniassa,food & drinks,149.1004089,-35.405273,280,10
Olympian Games,Wanniassa,retail,149.0805224,-35.3984297,1160,25
Propaganda Bistro,Wanniassa,food & drinks,149.1004089,-35.405273,690,19
Punjabihut Indian Restaurant,Wanniassa,food & drinks,149.100364,-35.4059194,1010,34
The Markets Wanniassa,Wanniassa,retail,149.0854916,-35.3913181,3970,106
Capital Chemist Waramanga,Waramanga,retail,149.0591149,-35.3527691,1200,36
Hyde Away Cafe Waramanga,Waramanga,food & drinks,149.0591887,-35.3527727,100,6
Satay Kitchen,Waramanga,food & drinks,149.0594387,-35.3527203,500,15
Canberra Potters Society,Watson,retail,149.1557134,-35.2315793,560,16
Cuptain Planet,Watson,retail,149.1564313,-35.2353563,2910,69
Edglit,Watson,retail,149.153333,-35.238333,50,1
Soul Cartel,Watson,food & drinks,149.150289,-35.240391,4360,98
The Knox Made In Watson,Watson,food & drinks,149.1536072,-35.2388065,2300,113
Watson Pharmacy,Watson,retail,149.1532568,-35.2390662,120,3
Lahori Gate Canberra,Weetangera,food & drinks,149.0490246,-35.2490477,40,2
Cafe Au Lait,Weston,food & drinks,149.0524619,-35.3412371,430,23
Canberra Irish Club,Weston,food & drinks,149.0561563,-35.3431675,410,22
CC Beauty Centre,Weston,personal care,149.0526436,-35.3412617,640,19
Curves Weston,Weston,personal care,149.0526436,-35.3412617,430,12
Masala Hut Indian Restaurant,Weston,food & drinks,149.052408,-35.3420125,2110,69
Subway Weston,Weston,food & drinks,149.0521207,-35.3397876,870,32
Thai House Restaurant,Weston,food & drinks,149.052533,-35.342145,680,21
Weston Asian Grocery,Weston,retail,149.0520882,-35.3416159,11590,339
Canberra Music Tuition,Weston,things to do,149.0525096,-35.3420783,3540,77
Ginger Catering at NAC,Weston,food & drinks,149.06927,-35.2878894,200,7
Meating Room,Weston,food & drinks,149.0526406,-35.3397644,770,28
National Zoo & Aquarium,Weston,things to do,149.0789177,-35.3103193,12240,261
That Gelato Place,Weston,food & drinks,149.0526436,-35.3412617,400,20
11:11 Health & Wellbeing,Wright,personal care,149.0323008,-35.3204189,100,2
Pearl Hair & Beauty Services,Wright,personal care,149.0279856,-35.3100035,1540,35
Aeon Academy,Yarralumla,things to do,149.1021454,-35.3068178,250,5
Beess & Co Cafe,Yarralumla,food & drinks,149.097446,-35.3073569,470,15
Bentham St Bar & Pizza,Yarralumla,food & drinks,149.097446,-35.3073569,380,14
Nunie,Yarralumla,retail,149.097446,-35.3073569,1420,29
Yarralumla Play Station,Yarralumla,things to do,149.0912667,-35.2935193,20,1
