Merchant # Vouchers Total Value of Vouchers
"114 Frugii Dessert Laboratory 116 1,660.00 $                           "
"115 Hanok Korean BBQ Dickson 115 4,790.00 $                           "
"116 Baby Su 115 1,840.00 $                           "
"117 yat bun tong dumpling house belconnen 114 3,670.00 $                           "
"118 Merlin Mosaica 113 5,440.00 $                           "
"119 Hongtao Gao 113 3,950.00 $                           "
"120 The Knox Made in Watson 113 2,300.00 $                           "
"121 NEZUKO PTY LTD 109 3,900.00 $                           "
"122 Gametraders Hyperdome ACT 109 3,850.00 $                           "
"123 Rodney's Plants Plus 107 4,550.00 $                           "
"124 Chongqing street noodle 107 1,660.00 $                           "
"125 The Markets Wanniassa 106 3,970.00 $                           "
"126 Malatang Zhangliang 106 1,690.00 $                           "
"127 Story Room Canberra 105 3,950.00 $                           "
"128 Happys Chinese restaurant 105 3,750.00 $                           "
"129 ORITEA 105 2,660.00 $                           "
"130 Capital Chemist Crace 104 3,520.00 $                           "
"131 Wild Panda 103 1,900.00 $                           "
"132 Chinese Kitchen Dumpling House 102 2,630.00 $                           "
"133 Mel Hill Photography 100 4,770.00 $                           "
"134 little sandpiper 99 3,840.00 $                           "
"135 Lion City 99 2,430.00 $                           "
"136 Super Emoji Belconnen 99 1,920.00 $                           "
"137 Soul Cartel 98 4,360.00 $                           "
"138 Fresh Seafood Canberra 97 3,610.00 $                           "
"139 The tongdak 97 2,380.00 $                           "
"140 Dickson Dumpling House 95 2,900.00 $                           "
"141 Xiâ€™An Famous Noodles 95 2,090.00 $                           "
"142 Lokma Turkish Cuisine Pty Ltd 95 1,990.00 $                           "
"143 Jindii EcoSpa 93 4,550.00 $                           "
"144 Mudd The Spa 93 4,370.00 $                           "
"145 ProfessioNAIL Belconnen 93 2,530.00 $                           "
"146 Nicholls IGA Supermarket 92 2,740.00 $                           "
"147 Green Bean on Moore 91 2,060.00 $                           "
"148 The Italian Place Enoteca 90 3,180.00 $                           149 Riddle Room 90 2,940.00 $                           "
"150 Brodburger 90 1,660.00 $                           "
"151 Dumpling Social 89 2,850.00 $                           "
"152 Hero Sushi Canberra Train, Hero Sushi Constitution Place 87 1,610.00 $                           "
"153 BEAUTY CENTRAL 86 3,360.00 $                           "
"154 CHON CO THAI BELCONNEN 86 2,840.00 $                           "
"155 Iron chef Chinese and Malaysian Restaurant 86 2,810.00 $                           "
"156 Azure Dragon/Urban By Asian Tiger (ANU) 86 1,540.00 $                           "
"157 San Churro Woden 86 1,270.00 $                           "
"158 CO.BAR AUS 85 2,750.00 $                           "
"159 Korner Tapri 85 2,240.00 $                           "
"160 milk flower belconnen 85 1,640.00 $                           "
"161 Ka sushi ramen 85 1,360.00 $                           "
"162 BLU GINGER INDIAN RESTAURANT 84 3,110.00 $                           "
163 Gongcha gungahlin pty ltd 84 990.00 $                               
"164 Canberra Martial Arts & Fitness 83 3,700.00 $                           "
"165 Intersport Fyshwick 83 3,190.00 $                           "
"166 Mings Restaurant Chinese and Malaysian 83 2,570.00 $                           "
"167 SHOOK 83 1,580.00 $                           "
"168 Elite Meats 82 3,390.00 $                           "
"169 Terra 82 1,730.00 $                           "
"170 Drummond Golf Fyshwick 81 3,750.00 $                           "
"171 Ogawa Japanese cuisine 81 2,440.00 $                           "
"172 My mom's yangpyeong haejanggook 81 2,410.00 $                           "
"173 Super Bao 81 2,400.00 $                           "
"174 Jasmine House Family Restaurant 79 2,590.00 $                           "
"175 SONGLAND RECORDS 78 3,470.00 $                           "
"176 panda crepes pty ltd 78 1,160.00 $                           "
"177 Truefitt & Hill 77 3,640.00 $                           "
"178 Canberra Music Tuition 77 3,540.00 $                           "
"179 Yowani Golf Shop 77 3,500.00 $                           "
"180 Mirchi 77 2,820.00 $                           "
"181 Gungahlin Massage Centre 77 2,590.00 $                           "
"182 Turkish Kebab and Pizza Belconnen 77 1,740.00 $                           "
"183 Indepth Scuba 76 3,770.00 $                           "
"184 Straight Line Sports 76 3,400.00 $                           "
"185 the allergy centre 76 2,750.00 $                           "
"186 HANGARI KIMCHI 76 2,330.00 $                           "
"187 Gongcha Braddon 76 2,300.00 $                           "
"188 Mayfair Espresso cafe 76 2,120.00 $                           "
"189 Adore Tea 76 1,870.00 $                           "
"190 BiangBiang noodles CBD 76 1,420.00 $                           "
"191 Wokitup gungahlin 76 1,340.00 $                           "
192 Sharetea Dickson 76 880.00 $                               
"193 Canberra Day Spa 75 3,570.00 $                           "
"194 Mels Massage 75 3,460.00 $                           "
"195 Jade Spa Massage 75 3,310.00 $                           "
"196 Top Goods 75 2,900.00 $                           "
"197 Men's Biz 75 2,510.00 $                           "
"198 AULAC VEGAN CUISINE 75 2,160.00 $                                                      "
"199 Gami Chicken And Beer Canberra 74 1,910.00 $"
"200 Urban jungle CBR 73 2,750.00 $                           "
"201 UNIVERSITY PHARMACY 73 2,610.00 $                           "
"202 Cinnarbar 72 1,910.00 $                           "
"203 Char Char Thai 72 1,310.00 $                           "
"204 Thai Chiang Rai Belconnen 71 2,870.00 $                           "
"205 FishCo Fish Market 71 2,760.00 $                           "
"206 Beijing House Chinese Restaurant 70 2,540.00 $                           "
"207 Cuptain Planet 69 2,910.00 $                           "
"208 Oporto civic 69 2,200.00 $                           "
"209 Masala hut Indian restaurant 69 2,110.00 $                           "
"210 SushiSushi Belconnen 69 1,010.00 $                           "
"211 mookie burger Tuggeranong 68 1,640.00 $                           "
"212 Altina Drinks 67 3,250.00 $                           "
"213 Workin' Gear 67 3,020.00 $                           "
"214 1980 Chinese restaurant 67 2,130.00 $                           "
"215 Healthy Start Discount Vitamins 67 2,080.00 $                           "
"216 Top Class Spicy Hot Pot 67 1,550.00 $                           "
"217 Asian Tea House 67 1,430.00 $                           "
"218 Ming's Pantry Malaysian Street Food 67 1,330.00 $                           "
219 CoCo Fresh Tea & Juice 67 760.00 $                               
"220 Dee's Book and Comic Shop 65 2,740.00 $                           "
"221 Asian Noodle House Woden 65 1,620.00 $                           "
"222 The Hospitality Shop 64 2,380.00 $                           "
"223 bamiyan 63 2,480.00 $                           "
"224 Express Travel Services Pty Ltd., 62 2,900.00 $                           "
"225 Capital Chemist O'Connor 62 1,680.00 $                           "
"226 Nicholls Chinese Food 61 2,050.00 $                           "
"227 Subway Canberra House 61 1,730.00 $                           "
"228 Bashan 61 1,050.00 $                           "
229 Chatime 61 770.00 $                               
"230 Bambusa asian cuisine 60 2,290.00 $                           "
"231 Lilly Cooper 60 2,230.00 $                           "
"232 Retro Cafe 60 1,880.00 $                           "
"233 DaMingle 60 1,780.00 $                           "
"234 The Source Bulk Foods Dickson 59 1,390.00 $                           "
"235 Via & BC 58 2,420.00 $                           "
"236 Fricken 58 1,320.00 $                           "
"237 Chatime Belconnen 58 1,160.00 $                           "
238 Two Peck Crispy Chicken 58 760.00 $                               
"239 yat bun tong dumpling house braddon 58 1,610.00 $                           "
"240 BD Dine 57 2,180.00 $                           "
"241 WUYU CUISINE 57 1,810.00 $                           "
"242 Psychedeli 57 1,370.00 $                           "
"243 Wenyang Family Trust 56 2,400.00 $                           "
"244 Capital Chemist Chisholm 56 2,050.00 $                           "
"245 B One Restaurant 56 1,730.00 $                           "
"246 Hero sushi Tuggeranong Miki Sushi Woden 56 1,110.00 $                           "
"247 Lonsdale St Cyclery 55 2,340.00 $                           "
"248 Yaki Boi 55 1,430.00 $                                                          "
249 Kitchen Garden At Rodneys + Pialligo Food Emporium 55 950.00 $
"250 Wolfie 54 2,270.00 $                           "
"251 The Curatoreum 54 2,100.00 $                           "
"252 Raijin Japanese Cuisine 54 1,840.00 $                           "
"253 Lyons Friendly Grocer 54 1,430.00 $                           "
"254 2 Yummy 54 1,080.00 $                           "
255 Spilt Milk Bar 54 830.00 $                               
"256 Belluci's Manuka 53 2,190.00 $                           "
"257 Molly 53 1,840.00 $                           "
"258 Little steamer 53 1,730.00 $                           "
"259 Asian Noodle House Belconnen 52 1,580.00 $                           "
"260 Coffee Guru Franklin 52 1,280.00 $                           "
"261 Sancho's Dirty Laundry 51 2,330.00 $                           "
"262 OnSon Thai Massage & Day Spa 51 2,310.00 $                           "
"263 Simply Pho 51 1,350.00 $                           "
"264 Savoury Kitchen 51 1,100.00 $                           "
"265 HEALTH FIRST CHINESE ACUPRESSURE MASSAGE 50 1,800.00 $                           "
"266 Two sisters Lao Thai cuisine 50 1,680.00 $                           "
267 Sharetea Gungahlin 50 540.00 $                               
"268 Professionail woden 49 1,530.00 $                           "
"269 Belco Halal Kebabs and Pizzeria 49 1,170.00 $                           "
"270 savoury kitchen woden 49 1,040.00 $                           "
271 Silo Bakery 49 870.00 $                               
"272 TyrePlus Phillip/Woden Tyre and Exhaust 48 2,370.00 $                           "
"273 White Chaco 48 1,620.00 $                           "
"274 Lisa Chinese Restaurant 48 1,620.00 $                           "
"275 CHONG CO TUGGERANONG PTY LTD 48 1,580.00 $                           "
"276 SoLita Pizzeria & Pasta Bar 48 1,450.00 $                           "
277 Zambrero Tuggeranong 48 770.00 $                               
278 Dobinsons Bakery 48 600.00 $                               
"279 Timmy's Kitchen 47 1,210.00 $                           "
"280 CHONG CO THAI KINGSTON 46 1,490.00 $                           "
"281 Soundbox Karaoke & Bar 46 1,410.00 $                           "
"282 Edgars Inn 46 1,120.00 $                           "
"283 Spar Express N gunnawal 45 1,290.00 $                           "
"284 Folks Gallery 45 1,210.00 $                           "
"285 Soul Origin Woden, Canberra Outlet and Tuggeranong 45 590.00 $                               "
"286 Pilates with Dan 44 2,130.00 $                           "
"287 Temporada 44 1,980.00 $                           "
"288 NONO NAIL 44 1,620.00 $                           "
"289 Mr.Papa - Peruvian Street Food 44 1,020.00 $                           "
290 Sushi Sushi Belconnen2 44 650.00 $                               
"291 Honkytonks 43 1,340.00 $                           "
292 Soul Origin Canberra Centre and Belconnen 43 520.00 $                               
"293 Motherly Instincts 42 1,850.00 $                           "
"294 China Tea Club 42 1,260.00 $                           "
"295 Quan's kitchen 42 1,250.00 $                           "
296 Subway Belconnen Westfield 42 870.00 $                               
297 East Row Specialty Coffee 42 700.00 $                               
"298 The Book Cow 41 1,340.00 $                           299 Knead Patisserie 41 530.00 $                               "
"300 Chisholm newsagency and post office 40 1,660.00 $                           "
"301 Belluci's Woden 40 1,440.00 $                           "
"302 Books R Us & More 40 1,090.00 $                           "
"303 AUSTRALIAN CAPITAL HEALTH CENTRE OF TRADITIONAL CH 39 1,700.00 $                           "
"304 Latin Dance Canberra 39 1,580.00 $                           "
"305 Barbeque nation 39 1,550.00 $                           "
"306 Pizza Artigiana 39 1,140.00 $                           "
"307 A Bite to Eat 39 1,110.00 $                           "
308 littlewujianbing 39 640.00 $                               
"309 Jamison Travel 38 1,860.00 $                           "
"310 Hair Crew 38 1,620.00 $                           "
"311 Delhi to Canberra Indian Resturant 38 1,460.00 $                           "
"312 Australian Choice 38 1,390.00 $                           "
"313 Woolshed at Manuka 38 1,290.00 $                           "
"314 Gungahlin Centre News 38 1,070.00 $                           "
315 Naked Foods 38 850.00 $                               
316 Wokitup Philip 38 770.00 $                               
317 Koku Super Kare 38 720.00 $                               
318 EightyTwenty Food 38 710.00 $                               
319 mookie burger 38 690.00 $                               
"320 Tuggeranong Therapeutic Massage 37 1,850.00 $                           "
"321 Capital Chemist Isabella Plains 37 1,110.00 $                           "
322 B & B Emporium 37 910.00 $                               
323 Zehniâ€™s Turkish Kitchen 37 890.00 $                               
"324 Hawka Thai Massage Centre 36 1,710.00 $                           "
"325 Handy Seven 36 1,610.00 $                           "
"326 Kidzplore Indoor Play Centre 36 1,530.00 $                           "
"327 lilotang 36 1,470.00 $                           "
"328 Capital Chemist Waramanga 36 1,200.00 $                           "
"329 Majura Massage 35 1,690.00 $                           "
"330 M&K Meats 35 1,660.00 $                           "
"331 Pearl Hair & Beauty Services 35 1,540.00 $                           "
"332 K Bar Karaoke 35 1,480.00 $                           "
"333 Beyond Pharmacy 35 1,180.00 $                           "
"334 Coconine 35 1,110.00 $                           "
335 The Old Canberra Inn 35 620.00 $                               
336 Milligram ANU 35 570.00 $                               
337 MOMENT CONCEPT TEA 35 500.00 $                               
"338 Buvelot Picture Framers 34 1,570.00 $                           "
"339 Escape Rooms Canberra 34 1,330.00 $                           "
"340 AdamnEve 34 1,220.00 $                           "
"341 Canberra Hopper Hut 34 1,070.00 $                           "
"342 Palace Electric Cinema 34 1,010.00 $                           "
"343 Punjabihut Indian Restaurant 34 1,010.00 $                           "
344 VANILLA POD PIZZA & PASTA BAR 34 890.00 $                               
345 Sushi Go 34 880.00 $                               
346 EasyWay Belconnen 34 810.00 $                               
347 DeWok Noodle Bar 34 800.00 $                               
"348 Event Corner 33 1,650.00 $                           349 Mountain Strong Pty Ltd 33 1,440.00 $                           "
"350 4 Corners Picture Framers 33 1,430.00 $                           "
"351 Redpath Shoes 33 1,360.00 $                           "
"352 TREVS @ Dickson 33 1,120.00 $                           "
353 Indian Accent 33 960.00 $                               
354 Hair Crew Studio 33 730.00 $                               
355 Caffe cherrybeans tuggeranong 33 520.00 $                               
356 RYE Cafe 33 490.00 $                               
"357 Quizzic Alley 32 1,340.00 $                           "
"358 Hadfield Painting Studio 32 1,330.00 $                           "
"359 Amici Wine Bar & Deli 32 1,280.00 $                           "
360 Superfine Cafe 32 980.00 $                               
361 Subway Weston 32 870.00 $                               
362 CHEZ KIMCHI 32 810.00 $                               
363 Multi Yummy 32 770.00 $                               
364 Savers Bazaar 32 480.00 $                               
"365 FRAWLEYS 31 1,490.00 $                           "
"366 Looking for Gamers (LFG) Australia 31 1,490.00 $                           "
"367 Under the Mistletoe 31 1,180.00 $                           "
"368 PASSIONAILS 31 1,040.00 $                           "
369 Italian Brothers 31 980.00 $                               
370 Happy Hair Day 31 940.00 $                               
371 Regal Restaurant Belconnen 31 890.00 $                               
372 Foodworks Holder ACT 31 840.00 $                               
373 Wok Me 31 760.00 $                               
374 Sharetea Woden 31 330.00 $                               
"375 Bliss Garden & Giftware 30 1,340.00 $                           "
"376 Sydney Rams Pty Ltd 30 1,160.00 $                           "
"377 Jimmys palace restaurant 30 1,040.00 $                           "
378 Thai Chiang rai Kingston 30 850.00 $                               
379 Polo Restaurant 30 830.00 $                               
380 The Mawson Club 30 550.00 $                               
381 The coffee club belconnen 30 530.00 $                               
382 The Green House Coffee 30 480.00 $                               
383 Smart Dollar Woden 29 580.00 $                               
"384 Nunie 29 1,420.00 $                           "
"385 Axxe 29 1,240.00 $                           "
"386 Indian Affair Restaurant 29 1,020.00 $                           "
"387 Herbert's at Evatt 29 1,000.00 $                           "
388 Chalisa Indian Restaurant 29 920.00 $                               
389 Thai Ayutthaya Restaurant 29 860.00 $                               
390 Selections Bistro â€“ Belconnen Labor Club 29 680.00 $                               
391 The coffee club Tuggernnong 29 660.00 $                               
392 The coffee club Majura Park 29 500.00 $                               
393 OMG Decadent Donuts - ACT Region 29 500.00 $                               
394 The Front 29 470.00 $                               
"395 Playground Training 28 1,370.00 $                           "
"396 45 90 Framing & Gallery 28 1,340.00 $                           "
"397 Colleen's Lingerie and Swimwear 28 1,310.00 $                           "
"398 Botanical Bookshop 28 1,180.00 $                           399 Belconnen Ski N Board 28 1,120.00 $                           "
"400 My value 28 1,020.00 $                           "
401 The Stitching Room 28 900.00 $                               
402 The Dock Kingston 28 890.00 $                               
403 Meating room 28 770.00 $                               
404 U Accessories 28 610.00 $                               
405 DISCOUNT HUT 28 550.00 $                               
406 McDonald's Manuka 28 400.00 $                               
"407 BLACKFIRE RESTAURANT 27 1,290.00 $                           "
408 Gus' Place 27 430.00 $                               
409 SHARETEA TUGGERANONG 27 370.00 $                               
"410 Sly Fox Coffee 26 1,120.00 $                           "
411 Cake Decorating Solutions 26 930.00 $                               
412 Trove Canberra 26 640.00 $                               
413 Ciao cafe and cakes Braddon 26 520.00 $                               
414 caffe cherry beans gungahlin 26 350.00 $                               
"415 KIN Gallery 25 1,220.00 $                           "
"416 Olympian Games 25 1,160.00 $                           "
"417 Tune BikeWorks 25 1,100.00 $                           "
418 Beautying 25 910.00 $                               
419 Playing fields 25 600.00 $                               
420 The Coffee Club Woden 25 570.00 $                               
421 Civic Asian Noodle House 25 460.00 $                               
"422 Warehouse Circus 24 1,140.00 $                           "
"423 1882 Hall 24 1,070.00 $                           "
424 Supreme Massage 24 880.00 $                               
425 Oporto Majura Park 24 380.00 $                               
426 Passiontree Velvet 24 370.00 $                               
"427 The Bank Indoor Skate Park 23 1,120.00 $                           "
"428 TJM Canberra 23 1,090.00 $                           "
429 Kmotion Dance Studio 23 990.00 $                               
430 Growers Market Express 23 970.00 $                               
431 The Hungry Buddha 23 900.00 $                               
432 GOSSIP NAIL SALON 23 840.00 $                               
433 What the pho 23 740.00 $                               
434 The Highball Express 23 710.00 $                               
435 Milky Lonsdale Trading Proprietary Limited 23 670.00 $                               
436 Rice & Things Takeaway 23 510.00 $                               
437 Bunny beans Cafe 23 510.00 $                               
438 Cafe au Lait 23 430.00 $                               
439 Lighthouse Pub 23 430.00 $                               
"440 Canberra Jewellery Repair & Restoration 22 1,100.00 $                           "
"441 Higher Function Physio & Pilates 22 1,070.00 $                           "
442 Amita beauty & hair parlour 22 960.00 $                               
443 GymQuip Fitness and Spas 22 950.00 $                               
444 The Mustang Nepalese Restaurant & Bar 22 910.00 $                               
445 SportsTec Clinic 22 880.00 $                               
446 Flavours of Jiangnan 22 630.00 $                               
447 Dumpling King Canberra City 22 590.00 $                               
448 EQ Cafe and Lounge 22 570.00 $                               449 Capital Chemist Kambah 22 570.00 $                               
450 Just Cuts Manuka & Fyshwick 22 530.00 $                               
451 Cocorea 22 480.00 $                               
452 Canberra Irish Club 22 410.00 $                               
453 Melted Toasted Sandwich Emporium 22 290.00 $                               
454 Oliver Brown Civic 22 280.00 $                               
455 SushiSushi Canberra Central 2 22 270.00 $                               
"456 Goodyear Autocare Gungahlin 21 1,020.00 $                           "
457 Thai House Restaurant 21 680.00 $                               
458 garran kitchen 21 640.00 $                               
459 Noodle Castle 21 600.00 $                               
460 Jasper and Myrtle Chocolates 21 600.00 $                               
461 The Duxton O'Connor 21 540.00 $                               
462 La Empanada 21 530.00 $                               
463 House Of Desserts 21 480.00 $                               
464 Tasuke 21 470.00 $                               
465 Kopiku 21 440.00 $                               
466 Fat goanna cafe 21 360.00 $                               
467 Hot Star Fried Chicken 21 340.00 $                               
468 Fairy Legends 20 920.00 $                               
469 Civic Shoes 20 880.00 $                               
470 B L I S S II M O 20 830.00 $                               
471 Carlee Childrens Wear 20 670.00 $                               
472 Typica Cafe Manuka 20 660.00 $                               
473 The Durham Castle Arms 20 600.00 $                               
474 That Gelato Place 20 400.00 $                               
475 Sunday in Canberra 20 360.00 $                               
476 Bruce Takeaway 20 300.00 $                               
477 The Creamery&co 20 280.00 $                               
478 DAANA 19 860.00 $                               
479 Runway 13 - Hobby Retail & Wholesale 19 860.00 $                               
480 Home French Home 19 850.00 $                               
481 Scott Leggo 19 800.00 $                               
482 Propaganda bistro 19 690.00 $                               
483 Designer Op Shop Emporium 19 670.00 $                               
484 CC Beauty Centre 19 640.00 $                               
485 KIPPAX CHINESE MEDICINE CLINIC 19 630.00 $                               
486 New York Nails Spa and Beauty 19 540.00 $                               
487 sparkling nails beauty 19 410.00 $                               
488 Mamak lunch 19 390.00 $                               
489 Token Arcade and Kitchen 19 370.00 $                               
490 Whale tea 19 280.00 $                               
491 Canberra Dance Theatre 18 900.00 $                               
492 Metaphysica 18 710.00 $                               
493 106 Hotpot 18 580.00 $                               
494 Awesome Noodle Asian Cuisine 18 570.00 $                               
495 Walt and Burley 18 480.00 $                               
496 Kan sushi & poke 18 380.00 $                               
497 Donut King Gungahlin 18 190.00 $                               
498 6th Position 17 760.00 $                                                             
 499 Charnies Noodles and Dumplings 17 650.00 $
500 Trecento Restaurant 17 630.00 $                               
501 Bewitched Flowers and Gifts 17 570.00 $                               
502 To All My Friends 17 480.00 $                               
503 Foodworks Forde 17 470.00 $                               
504 J&J Hair 17 460.00 $                               
505 Tokyo canteen 17 410.00 $                               
506 CRUST ERINDALE 17 320.00 $                               
507 Penny University Cafe 17 320.00 $                               
508 Wokitup Belconnen 17 250.00 $                               
509 Little Oink 17 240.00 $                               
510 Arnold and Co Jewellers 16 710.00 $                               
511 Serenity by G 16 700.00 $                               
512 BACKBONE BMX PTY. LTD. 16 680.00 $                               
513 H2O MEDI SPA 16 680.00 $                               
514 Quintessence Nail & Beauty 16 670.00 $                               
515 Canberra Potters Society 16 560.00 $                               
516 Canberra Dragon Dance 16 540.00 $                               
517 Bleachers Sports Bar 16 480.00 $                               
518 Stella's by the lake 16 240.00 $                               
519 Boost juice Tuggeranong/ Woden/ Fyshwick 16 210.00 $                               
520 Sakura Place 16 180.00 $                               
521 Subway Mawson/ Conder 16 160.00 $                               
522 CRAFT ACT: CRAFT AND DESIGN CENTRE 15 720.00 $                               
523 Cosmo Hair & Beauty 15 690.00 $                               
524 Wattlebird Canberra 15 660.00 $                               
525 Olive at Hawker 15 650.00 $                               
526 DR PRINT & SIGN 15 610.00 $                               
527 Ohsama Ramen 15 570.00 $                               
528 Green Bamboo Vietnamese Restaurant 15 540.00 $                               
529 OfficeEssential Office National 15 520.00 $                               
530 Satay kitchen 15 500.00 $                               
531 ATNL Nails Spa and Beauty 15 500.00 $                               
532 Beess and Co Cafe 15 470.00 $                               
533 supersweet pastry 15 410.00 $                               
534 Grand Court Chinese Restaurant 15 390.00 $                               
535 Capital Chemist Palmerston 15 380.00 $                               
